nfl_id,player_name,BOX_UNDERNEATH,SINGLE_HIGH,SPLIT_DEEP,n_plays
48487,Cam Lewis,0.5342465753424658,0.1095890410958904,0.3561643835616438,73
42390,Eric Rowe,0.3835616438356164,0.589041095890411,0.0273972602739726,73
47837,Lonnie Johnson,0.05555555555555555,0.375,0.5694444444444444,72
54617,Delarrin Turner-Yell,0.12857142857142856,0.2571428571428571,0.6142857142857143,70
43395,Eric Murray,0.29850746268656714,0.2835820895522388,0.417910447761194,67
54574,Coby Bryant,0.9846153846153847,0.0,0.015384615384615385,65
46122,M.J. Stewart,0.4,0.24615384615384617,0.35384615384615387,65
52897,Grayland Arnold,0.9047619047619048,0.06349206349206349,0.031746031746031744,63
52542,Jaylinn Hawkins,0.07936507936507936,0.3333333333333333,0.5873015873015873,63
43400,Miles Killebrew,0.8387096774193549,0.08064516129032258,0.08064516129032258,62
55166,Juanyeh Thomas,0.7540983606557377,0.08196721311475409,0.16393442622950818,61
46501,Elijah Campbell,0.24561403508771928,0.05263157894736842,0.7017543859649122,57
54669,Theo Jackson,0.9122807017543859,0.03508771929824561,0.05263157894736842,57
42116,Adrian Phillips,0.8545454545454545,0.0,0.14545454545454545,55
56543,Kaevon Merriweather,0.32075471698113206,0.4716981132075472,0.20754716981132076,53
43366,Daryl Worley,0.3137254901960784,0.13725490196078433,0.5490196078431373,51
53819,Ar'Darius Washington,0.98,0.02,0.0,50
56230,Alex Cook,0.12,0.26,0.62,50
52512,Terrell Burgess,0.5208333333333334,0.0625,0.4166666666666667,48
55081,Mike Brown,0.28888888888888886,0.28888888888888886,0.4222222222222222,45
40031,Logan Ryan,0.4666666666666667,0.08888888888888889,0.4444444444444444,45
55100,Isaiah Pola-Mao,0.24390243902439024,0.17073170731707318,0.5853658536585366,41
47915,Ugo Amadi,1.0,0.0,0.0,38
46680,Sean Chandler,0.2727272727272727,0.3333333333333333,0.3939393939393939,33
55054,Raheem Layne,0.15625,0.15625,0.6875,32
43413,Deon Bush,0.4375,0.03125,0.53125,32
53656,Israel Mukuamu,0.625,0.125,0.25,24
43616,Matthias Farley,0.18181818181818182,0.18181818181818182,0.6363636363636364,22
46223,Siran Neal,0.9545454545454546,0.0,0.045454545454545456,22
46349,George Odum,0.09523809523809523,0.19047619047619047,0.7142857142857143,21
56010,Jammie Robinson,0.9,0.0,0.1,20
56099,Jason Taylor,0.05263157894736842,0.0,0.9473684210526315,19
55109,Tayler Hawkins,0.21052631578947367,0.47368421052631576,0.3157894736842105,19
52904,Elijah Riley,0.7222222222222222,0.1111111111111111,0.16666666666666666,18
56141,Quindell Johnson,0.2777777777777778,0.1111111111111111,0.6111111111111112,18
56586,AJ Finley,0.25,0.0,0.75,16
55999,Jay Ward,0.9285714285714286,0.0,0.07142857142857142,14
56407,Tanner McCalister,1.0,0.0,0.0,13
56063,Jerrick Reed II,0.3333333333333333,0.08333333333333333,0.5833333333333334,12
53049,Shyheim Carter,0.45454545454545453,0.18181818181818182,0.36363636363636365,11
48206,Micah Abernathy,0.2,0.0,0.8,10
55047,Tristin McCollum,0.2222222222222222,0.4444444444444444,0.3333333333333333,9
48581,Roderic Teamer,0.8888888888888888,0.1111111111111111,0.0,9
44865,Teez Tabor,0.0,0.4444444444444444,0.5555555555555556,9
53641,Damar Hamlin,0.42857142857142855,0.14285714285714285,0.42857142857142855,7
42488,Bobby McCain,0.8571428571428571,0.0,0.14285714285714285,7
41502,Daniel Sorensen,0.5,0.0,0.5,6
56035,Chris Smith II,0.5,0.3333333333333333,0.16666666666666666,6
54819,Joey Blount,0.2,0.4,0.4,5
46908,Dallin Leavitt,0.0,0.0,1.0,5
54891,A.J. Thomas,0.0,0.0,1.0,5
53187,Innis Gaines,1.0,0.0,0.0,4
52565,Daniel Thomas,0.0,0.3333333333333333,0.6666666666666666,3
56225,Benny Sapp,0.0,0.0,1.0,3
43757,Andrew Adams,0.3333333333333333,0.0,0.6666666666666666,3
46378,J.T. Gray,0.0,0.5,0.5,2
39908,Erik Harris,0.0,0.0,1.0,2
54497,Lewis Cine,1.0,0.0,0.0,1
