opportunity_id,nfl_id,player_name,role_proxy,in_study,flight_time_s,dist_to_land_release,radial_vel_to_ball,speed_release,accel_release,facing_error_deg,depth_at_release,lateral_from_mid,dist_to_land_arrival,distance_closed,closing_rate,path_length,path_efficiency,net_disp
2023090700_1940_54527,54527,Bryan Cook,SPLIT_DEEP,False,1.4,15.569023376392398,-0.007665119212573401,4.92,4.0,1.1507359434941975,16.82,7.259999999999998,13.043407843481171,2.5256155329112264,1.8040110949365904,7.857117686901845,0.9654739025372259,7.585842075867386
2023090700_2118_47888,47888,C.J. Gardner-Johnson,SPLIT_DEEP,False,0.8,7.458075488370714,-1.3436505857099625,1.35,3.6,37.23914423908781,11.659999999999997,5.460000000000001,6.198015076906188,1.2600604114645257,1.5750755143306572,1.5138839536590534,0.9547899002754997,1.4454411091428068
2023090700_2186_46137,46137,Justin Reid,SPLIT_DEEP,False,0.7,6.3131144831656805,-2.835890452540161,5.4,2.33,57.46934481020378,10.28,8.480000000000004,8.273451653228989,-1.9603371700633083,-2.800481671519012,2.283736512711725,0.9995922379986907,2.2828052917408383
2023090700_2510_54562,54562,Kerby Joseph,SPLIT_DEEP,True,0.8,6.598257014363273,2.2179037599284386,2.44,2.27,29.28435436416987,10.950000000000005,6.509999999999998,3.6753500532695873,2.9229069610936853,3.6536337013671063,2.80627531566401,0.9991945419291531,2.80401497856199
2023090700_2613_54527,54527,Bryan Cook,SINGLE_HIGH,False,1.2,12.41216391049435,-3.223033943348292,4.78,3.47,1.387866034115632,14.129999999999995,3.68,14.096496784133361,-1.6843328736390113,-1.4036107280325094,5.103384001081444,0.9579492898490709,4.88878307966308
2023090700_3089_54527,54527,Bryan Cook,SINGLE_HIGH,False,1.1,8.558670685664433,-1.7628681567230722,1.92,2.31,7.80137620571395,19.989999999999995,0.7399999999999984,7.668764720054658,0.889905965609775,0.8090054232816135,2.0227936408569755,0.7496939617979961,1.5164761785138587
2023090700_3912_47888,47888,C.J. Gardner-Johnson,SINGLE_HIGH,False,1.3,13.657123135948764,-5.058061887602113,6.5,1.71,41.287278718615255,13.28,6.009999999999998,18.241724002660387,-4.584600866711623,-3.5266160513166334,6.462120855451205,0.9586383012879784,6.194836559587361
2023090700_3971_47888,47888,C.J. Gardner-Johnson,SINGLE_HIGH,False,0.8,6.325383973781674,2.324234184054188,2.45,2.98,0.43210095840674967,14.340000000000003,4.0,2.838536981731539,3.4868469920501353,4.358558740062668,3.245769637024624,0.9959852788302085,3.2327387769505944
2023090700_3994_54562,54562,Kerby Joseph,SINGLE_HIGH,True,1.8,12.611381872998177,-2.300252307472869,4.72,3.21,147.15399870854262,14.369999999999996,1.759999999999998,17.7647678817673,-5.153386008769122,-2.8629922270939563,7.858293670798516,0.9445185603093356,7.422304224430578
2023090700_4041_47888,47888,C.J. Gardner-Johnson,SPLIT_DEEP,False,1.9,18.305235864932406,-2.649427932999274,3.91,1.68,62.726619822549935,23.880000000000003,6.130000000000003,15.310945610778653,2.9942902541537535,1.5759422390282913,5.841728849875172,0.6414240686727033,3.7470254869696444
2023090700_4041_54562,54562,Kerby Joseph,SPLIT_DEEP,True,1.9,21.926397073877958,1.5585356757441435,2.89,3.98,32.86502664431825,24.43,9.5,14.4020072647458,7.524389809132158,3.960205162701136,9.172264431831232,0.9624724565933223,8.82805188022816
2023091000_185_46123,46123,Jessie Bates,SINGLE_HIGH,True,0.9,4.824986401158299,-2.0356767517807026,2.38,3.65,56.76580904575874,10.799999999999995,4.200000000000003,4.137172229703253,0.6878141714550452,0.7642379682833835,1.4459646886099904,0.7400227241927193,1.0700467279516421
2023091000_661_46123,46123,Jessie Bates,SINGLE_HIGH,True,1.0,6.631418636209324,2.050597067675053,2.53,3.04,31.886051428270946,13.629999999999995,3.9599999999999977,2.6534519960081475,3.977966640201177,3.977966640201177,4.136162577478787,0.9985130006754349,4.130012106519785
2023091000_842_46123,46123,Jessie Bates,SPLIT_DEEP,True,1.0,9.02059832700961,4.718479545855741,6.79,2.94,72.38947723105818,12.490000000000002,3.8999999999999986,4.170010615456809,4.8505877115528016,4.8505877115528016,6.643085651474902,0.9846997521530615,6.5414447945388945
2023091000_842_53469,53469,Richie Grant,SPLIT_DEEP,False,1.0,9.592852355514465,7.593104458611582,7.82,1.7,6.444242381272119,12.880000000000004,9.75,1.9066478044521025,7.686204551062362,7.686204551062362,7.822241499572462,0.9997436885244627,7.820236569311697
2023091000_1046_43350,43350,Vonn Bell,SPLIT_DEEP,False,0.8,8.64317350173893,-3.214072386458042,3.22,0.14,9.06709279513234,11.28,9.730000000000004,9.354749811233397,-0.7115763094944665,-0.8894703868680831,0.8599781666195241,0.5161140569046672,0.4438468204234404
2023091000_1325_53469,53469,Richie Grant,SPLIT_DEEP,False,1.4,14.56214552277795,4.290226918173446,5.22,2.36,54.15630919885734,12.319999999999991,8.800000000000004,6.407900797215345,8.154244725562606,5.824460518259005,8.61656037711873,0.9680128530223604,8.340941193894128
2023091000_1743_46123,46123,Jessie Bates,SPLIT_DEEP,True,1.2,10.134916675678827,-4.664959367085816,4.7,2.15,55.93924525121787,13.72,7.75,13.571243438424105,-3.436326762745278,-2.863605635621065,3.1604583939236344,0.9413550417038402,2.9751134432152346
2023091000_2101_46123,46123,Jessie Bates,SINGLE_HIGH,True,1.0,11.115038805579545,-3.2885184053102936,3.61,1.49,50.59346048617812,10.54,4.810000000000002,11.714101656091948,-0.5990628505124036,-0.5990628505124036,2.9920573313629806,0.8562837127568584,2.562049960480871
2023091000_2389_46123,46123,Jessie Bates,SINGLE_HIGH,True,1.1,3.886411125546353,0.3502987587422467,0.76,2.71,43.713548117088095,13.78,1.9400000000000013,0.5813765823212005,3.305034543225153,3.0045768574774114,3.2526006997594594,0.998253987724643,3.2469216190108448
2023091000_3078_46123,46123,Jessie Bates,SINGLE_HIGH,True,2.7,25.712003764703713,2.600746697615797,5.57,2.28,130.89542118688934,13.93,3.9399999999999977,10.226109302160708,15.485894462543005,5.7355164676085195,19.770933886076364,0.9655777844371356,19.090374537970703
2023091000_3533_43350,43350,Vonn Bell,SINGLE_HIGH,False,2.3,17.888031773540767,3.3634290581852153,5.16,3.72,35.42951734191155,12.810000000000002,0.5199999999999996,2.798659152098251,15.089372621442516,6.56059679193153,16.734591655494693,0.9801925252677677,16.403121654124256
2023091000_3916_52542,52542,Jaylinn Hawkins,SPLIT_DEEP,False,1.4,13.561666447464345,2.039284312269995,3.61,2.75,12.834742745629569,13.019999999999996,10.4,7.180730231084872,6.380936216379474,4.557811583128196,7.214108476690872,0.9731248066494647,7.020227916528069
2023091001_893_54502,54502,Jalen Pitre,SINGLE_HIGH,True,1.7,12.680413620036486,2.970665778165341,4.96,0.55,32.107086873527976,14.480000000000004,4.280000000000001,4.288825309358085,8.3915883106784,4.9362284180461184,10.983600758758286,0.9777383319353248,10.739087484511893
2023091001_1042_44854,44854,Marcus Williams,SPLIT_DEEP,False,1.2,4.5392724353244,-4.071178261713559,4.24,0.16,82.14260250251345,14.22,7.899999999999999,7.481503253114371,-2.942230817789971,-2.451859014824976,3.300763168363812,0.8308681115973369,2.742498860528483
2023091001_1042_52627,52627,Geno Stone,SPLIT_DEEP,True,1.2,10.88772227557708,2.79579305135491,4.93,1.8,7.491893874627164,12.180000000000009,2.710000000000001,7.688621011916245,3.1991012636608342,2.665917719717362,5.376351201209964,0.9633458587798004,5.179285665031424
2023091001_1470_44854,44854,Marcus Williams,SPLIT_DEEP,False,1.0,11.744875346919411,3.9851039750396002,5.43,2.74,63.19523187327002,12.159999999999997,6.009999999999998,7.575520608971427,4.169354737947984,4.169354737947984,6.185975351366306,0.9993138992632089,6.181731149119962
2023091001_1574_54479,54479,Kyle Hamilton,SPLIT_DEEP,False,0.8,6.296929682658997,-1.5837601188964325,2.87,2.13,56.972841378103226,12.290000000000006,8.049999999999997,6.607097191485586,-0.3101675088265887,-0.3877093860332359,2.459285454847225,0.9527288582157978,2.343032223423316
2023091001_2033_52627,52627,Geno Stone,SPLIT_DEEP,True,1.0,10.214015469526176,-2.1173907374255827,3.64,0.92,86.18974640215185,10.400000000000006,9.940000000000005,9.667471896955234,0.5465435725709415,0.5465435725709415,3.434600428530541,0.8519695488804911,2.9261749776799064
2023091001_2759_54479,54479,Kyle Hamilton,SPLIT_DEEP,False,1.1,7.845281269388383,-2.3144665992999256,2.58,3.6,113.27312815418264,13.89,8.200000000000003,7.004458938386795,0.8408223310015881,0.764383937274171,2.7067061901805483,0.7900416500681031,2.138410624739789
2023091001_3086_52627,52627,Geno Stone,SINGLE_HIGH,True,0.8,9.373347019802548,-2.281433996616177,2.73,1.08,21.01223445354219,13.54,1.7600000000000016,9.349921617883362,0.023425401919185518,0.029281752398981897,0.8994439910156121,0.2345340379216888,0.2109502310972907
2023091001_3216_52627,52627,Geno Stone,SINGLE_HIGH,True,1.3,15.650847325113755,6.979510477657305,6.98,1.18,23.96857634538233,13.549999999999995,3.3099999999999987,6.206271696515775,9.444575628597981,7.265058175844601,8.774808346878684,0.9998476354127648,8.773471376826844
2023091001_3514_52627,52627,Geno Stone,SPLIT_DEEP,True,0.8,6.832419967322882,2.9227598992365618,3.86,2.77,67.03275548069485,10.430000000000009,4.900000000000002,3.461124095563672,3.37129587175921,4.214119839699013,3.5465625555085842,0.9885171721629711,3.505837988270426
2023091001_3902_54479,54479,Kyle Hamilton,SPLIT_DEEP,False,1.0,6.664421393197155,-2.880799998634723,3.65,0.37,93.74643655592507,12.329999999999998,7.899999999999999,9.879687194814572,-3.2152658016174174,-3.2152658016174174,3.3103883064199384,0.9997184143795006,3.309456148674581
2023091001_4018_46122,46122,M.J. Stewart,SPLIT_DEEP,False,2.0,21.18678165095301,1.0310597534044639,2.24,4.1,87.5838852040892,11.89,6.309999999999999,11.827595356500611,9.359186294452398,4.679593147226199,10.099330966799114,0.962276986664406,9.718353770057973
2023091001_4018_52897,52897,Grayland Arnold,SPLIT_DEEP,False,2.0,19.43411700088601,6.163726276272731,6.17,1.64,3.824012139986621,14.86,4.240000000000002,4.6114744315127245,14.822642569373283,7.411321284686641,15.752747714298852,0.9917114162437155,15.622179745477267
2023091001_4216_52627,52627,Geno Stone,SINGLE_HIGH,True,1.3,7.089324213919316,2.4929183167885727,5.63,2.17,4.877849428186437,12.119999999999996,8.149999999999999,5.223037530053602,1.8662866838657148,1.4356051414351652,5.3334670291270685,0.9546899075233343,5.091807144816073
2023091001_4239_52627,52627,Geno Stone,SPLIT_DEEP,True,1.5,13.038714635371708,0.7025117885728319,3.59,1.53,14.414785097819106,11.340000000000003,10.770000000000003,7.597697170921612,5.441017464450096,3.627344976300064,7.3143311554064825,0.9215273318187349,6.74035607368038
2023091001_4639_52627,52627,Geno Stone,SPLIT_DEEP,True,0.8,9.46444235229534,1.5463007684320014,1.88,2.8,21.084116740128877,14.39,10.990000000000002,6.82824829872979,2.63619405356555,3.2952425669569374,2.715438691766826,0.9951733891715877,2.7023323259732543
2023091002_599_48026,48026,Nick Scott,SINGLE_HIGH,False,2.5,21.908218711966274,7.997367506622339,8.35,1.62,10.239250217801356,10.259999999999998,5.039999999999999,2.1129369044205815,19.795281807545692,7.918112723018277,21.774929356213484,0.9967525416599866,21.704216180272446
2023091002_1412_38843,38843,Rodney McLeod,SINGLE_HIGH,False,2.1,24.857201379115775,3.5066386947908255,4.03,3.44,72.4741766657954,13.9,0.3299999999999983,11.560154946552624,13.297046432563151,6.331926872649119,13.7912413897976,0.9977760589804343,13.760570482360096
2023091002_2942_56405,56405,Ronnie Hickman Jr.,SPLIT_DEEP,False,2.1,21.479229776009912,2.6911924856448897,4.3,4.65,94.20524283235557,14.27,7.980000000000004,10.056410908172166,11.422818867837746,5.439437556113212,13.87094059376262,0.9862603108975211,13.680358182445367
2023091002_3253_52452,52452,Grant Delpit,SPLIT_DEEP,False,1.4,12.090594178547791,3.993807835627079,5.38,3.35,25.07142720761749,12.760000000000003,7.420000000000002,4.245514498782987,7.845079679764804,5.603628342689146,9.107837238106699,0.9888538593460805,9.006320003197755
2023091002_3337_52452,52452,Grant Delpit,SPLIT_DEEP,False,0.7,3.9008322585791393,4.065491406162522,4.17,1.9,11.915451536717455,13.93,5.100000000000001,0.967728638753073,2.933103619826066,4.190148028322952,2.7096110866436285,0.9995373318113331,2.7083574357901794
2023091002_3812_38843,38843,Rodney McLeod,SPLIT_DEEP,False,2.1,22.949518725832238,3.1452362804627403,4.36,3.61,86.49890328603647,13.509999999999998,3.8100000000000023,11.048763040897276,11.900755684934962,5.667026516635696,14.345939495714108,0.997211011878495,14.305928840868733
2023091002_4036_38843,38843,Rodney McLeod,SINGLE_HIGH,False,1.8,17.757435980253096,0.21635059616907804,2.91,3.26,71.11371972039788,13.520000000000003,5.57,9.797562814849144,7.959873165403952,4.422151758557751,9.076448230667232,0.9548712095955605,8.666839100848705
2023091003_410_54704,54704,Rodney Thomas,SINGLE_HIGH,True,1.7,20.012318089475187,0.7164029908434999,5.47,3.36,3.3356177524023565,16.239999999999995,3.860000000000003,13.944325343540406,6.067992745934781,3.5694074976086947,10.689282757998651,0.9405942310824554,10.05427769658269
2023091003_1706_54704,54704,Rodney Thomas,SINGLE_HIGH,True,2.2,22.183645830520828,0.8481242477200821,1.37,0.26,124.31816471880603,13.18,2.900000000000002,12.71402872321819,9.469617107302637,4.30437141241029,9.921439499311504,0.9948316579211982,9.870162106064926
2023091003_1782_53494,53494,Andre Cisco,SINGLE_HIGH,True,1.6,7.4295958258877555,7.2184020211107285,7.25,2.21,9.801261068030158,13.47,5.439999999999998,1.9646892167892378,5.464906609098517,3.4155666306865733,8.285701750783405,0.9999333326468005,8.28514936497828
2023091003_1805_53494,53494,Andre Cisco,SINGLE_HIGH,True,1.2,11.7348925866379,1.2353359096906398,4.05,3.21,31.509440091614778,14.9,0.4600000000000008,6.82502057395887,4.909872012679029,4.091560010565858,6.365947522383918,0.9707915544197423,6.180008090609591
2023091003_2369_53494,53494,Andre Cisco,SINGLE_HIGH,True,0.7,5.910134763262567,3.4530801736150876,3.67,3.66,7.287799084229789,14.47,3.5700000000000003,2.535507417416197,3.37462734584637,4.820896208351957,3.0198309589519328,0.9978220953301683,3.013254055004329
2023091003_3409_44926,44926,Rayshawn Jenkins,SPLIT_DEEP,True,1.1,2.3181461352807933,1.4337043166360228,2.82,1.72,123.81769818049264,12.25,10.800000000000004,1.264357183522499,1.0537889517582943,0.9579899561439039,3.844881814318489,0.8958632585655126,3.444488350974642
2023091003_3645_53494,53494,Andre Cisco,SINGLE_HIGH,True,0.7,8.138824138488724,2.9593520101094644,2.97,2.52,8.066857336447526,14.950000000000005,3.34,5.860210870327956,2.2786132681607683,3.2551618116582404,2.1108915503306704,0.9948515872640936,2.100023809388831
2023091003_3998_44926,44926,Rayshawn Jenkins,SINGLE_HIGH,True,1.1,11.721950074661558,1.5310822568515465,5.75,3.98,27.19726231745733,13.32,4.450000000000003,10.499661614042672,1.222288460618886,1.1111713278353508,6.525088524100955,0.9954828782460373,6.495613904782206
2023091003_4047_54704,54704,Rodney Thomas,SINGLE_HIGH,True,1.4,13.871123985872558,6.683708699761336,8.14,1.83,19.675498586731806,12.32,2.990000000000002,3.606617561874205,10.264506423998352,7.331790302855966,11.275495780107786,0.9829019908853351,11.082707250487138
2023091003_4153_44926,44926,Rayshawn Jenkins,SPLIT_DEEP,True,0.9,3.792005730685501,-0.6786352355636731,1.41,3.62,24.76955483280466,11.490000000000002,7.209999999999997,1.9016851031895639,1.8903206274959372,2.1003562527732633,2.316517947569987,0.9716690154446685,2.2508887133752338
2023091003_4283_53494,53494,Andre Cisco,SINGLE_HIGH,True,0.9,11.120289901961517,4.769993825043743,4.77,3.44,23.097807534322214,13.879999999999995,6.039999999999999,6.899770204117941,4.220519697843575,4.6894663309373055,4.065976334952333,0.9934316885360983,4.039269735979512
2023091004_124_52453,52453,Antoine Winfield Jr.,SPLIT_DEEP,True,1.0,10.098571935633712,2.002594326155827,2.34,3.77,3.519284789937217,11.409999999999997,7.649999999999999,5.486572178290071,4.611999757343641,4.611999757343641,4.410516135039192,0.9937434227577715,4.382921400162224
2023091004_196_53554,53554,Camryn Bynum,SINGLE_HIGH,True,2.3,25.03916165249487,0.09437391539760853,5.11,3.47,112.22822592614511,14.869999999999996,2.919999999999998,14.322207898467289,10.71695375402758,4.659545110446774,14.280032331009506,0.9351435120422994,13.353879586097813
2023091004_315_52453,52453,Antoine Winfield Jr.,SPLIT_DEEP,True,1.0,8.090961766359785,-0.4495904701639901,4.48,2.15,66.0296142170279,13.260000000000003,7.07,7.542630642021462,0.5483311243383229,0.5483311243383229,3.3240273844375268,0.8966895864555742,2.98062074071829
2023091004_365_52453,52453,Antoine Winfield Jr.,SINGLE_HIGH,True,1.4,10.598121813876299,0.5885119929515672,3.42,3.77,66.76874939324335,16.159999999999997,1.0400000000000027,7.23160181696851,3.3665199969077886,2.4046571406484207,6.8205079646533155,0.966737508415097,6.593640875874271
2023091004_821_38559,38559,Harrison Smith,SPLIT_DEEP,False,0.9,7.945124720752308,-2.8414562352201624,3.37,3.42,43.39444978167819,12.150000000000006,8.629999999999999,9.178780694406594,-1.2336559736542858,-1.370728859615873,3.3706861663923853,0.9400541334007718,3.1686274631139635
2023091004_1190_52453,52453,Antoine Winfield Jr.,SINGLE_HIGH,True,1.1,7.064461470676282,-0.14149472107009875,2.8,6.74,43.48339115566006,13.32,6.389999999999997,5.242451331441012,1.8220101392352692,1.6563728538502447,5.396167508060081,0.9745086631039575,5.258611984164643
2023091004_1326_52453,52453,Antoine Winfield Jr.,SINGLE_HIGH,True,2.3,21.13225211010433,4.026536911069633,4.03,1.52,68.96453829104593,11.239999999999997,0.7399999999999984,8.190268112843427,12.941983997260902,5.6269495640264795,12.577083802654466,0.9958282825408171,12.524615762569326
2023091004_1540_52453,52453,Antoine Winfield Jr.,SINGLE_HIGH,True,1.4,9.882357175698724,-4.333321469172602,4.36,0.64,30.04157365006091,16.479999999999997,2.7900000000000027,10.893267725307675,-1.0109105496089512,-0.7220789640063938,2.6094290861283334,0.2297116967126311,0.5994163828258299
2023091004_2154_53554,53554,Camryn Bynum,SINGLE_HIGH,True,1.3,9.46636661680859,-2.7549264676692355,3.53,2.88,169.49981491321387,12.73,4.060000000000002,11.781926857913765,-2.3155602411051746,-1.7812001854655188,5.016621680320082,0.9095070403790856,4.562652737169473
2023091004_2177_38559,38559,Harrison Smith,SINGLE_HIGH,False,2.0,14.965002587672217,1.5997878707138782,1.67,5.21,124.98680127272422,14.260000000000002,1.1899999999999975,3.0406907392336935,11.924311848438524,5.962155924219262,12.109600712125836,0.9938092627112535,12.034633355445447
2023091004_2312_46711,46711,Ryan Neal,SPLIT_DEEP,False,1.3,13.7333208462063,-0.7339850342660216,1.88,2.47,91.90951559348599,12.549999999999995,8.09,10.838325569642446,2.8949952765638542,2.226919443510657,3.096888354645004,0.9493894259476522,2.9401530572403893
2023091004_2312_52453,52453,Antoine Winfield Jr.,SPLIT_DEEP,True,1.3,8.649114962597723,-3.2117945278087126,3.24,1.78,56.07566966753271,16.67,6.030000000000001,10.182066767950092,-1.5329518053523685,-1.1791936964248988,4.181650952073941,0.8444486739147948,3.5311896012533786
2023091004_2369_46711,46711,Ryan Neal,SPLIT_DEEP,False,0.9,4.083256845954457,-1.651784335586886,2.46,0.95,13.039620227309626,11.670000000000002,4.810000000000002,4.37342943454254,-0.29017258858808326,-0.3224139873200925,0.9230549596114395,0.4555264195856484,0.4204759208325743
2023091004_2936_46711,46711,Ryan Neal,SPLIT_DEEP,False,1.0,9.457909601888185,6.206144123021689,6.44,2.16,17.44787699643149,10.78,7.739999999999998,2.573865224624706,6.8840443772634785,6.8840443772634785,6.664654239330899,0.9994638512591609,6.661080993352353
2023091004_3616_52453,52453,Antoine Winfield Jr.,SPLIT_DEEP,True,1.0,9.224755585200617,2.578499069484356,3.45,4.04,14.565116157355249,12.46,6.02,5.27274180798822,3.9520137772123967,3.9520137772123967,4.143333705142505,0.9780308014575728,4.052307984346699
2023091004_3849_53554,53554,Camryn Bynum,SINGLE_HIGH,True,1.0,9.742299602465012,0.0816754411687165,1.49,2.9,19.95228509289089,14.840000000000003,0.0,6.88656661816157,2.855732984303442,2.855732984303442,3.1859244638545405,0.9719561127094201,3.0965787572739023
2023091005_301_47899,47899,Amani Hooker,SPLIT_DEEP,False,2.2,22.842001031713817,2.366138762545871,2.63,2.31,117.37494347142479,10.29,5.630000000000003,12.14777397906658,10.694227052647237,4.861012296657835,10.946964978217537,0.9864449764529463,10.798578610169026
2023091005_721_40017,40017,Tyrann Mathieu,SPLIT_DEEP,True,0.9,8.976970939630883,-0.21039818661185916,3.06,4.92,1.797370306204158,10.659999999999997,10.459999999999996,7.376680045456955,1.600290894173928,1.7781009935265866,3.823998542311945,0.9814331149535485,3.752998800959041
2023091005_768_44851,44851,Marcus Maye,SINGLE_HIGH,False,1.2,11.93888525757506,3.277670115215619,5.68,3.86,5.723644271119497,13.91,1.6199999999999974,7.217595747922731,4.72128950965233,3.934407924710275,7.692073712256821,0.9879145825259269,7.599111790202854
2023091005_793_40017,40017,Tyrann Mathieu,SPLIT_DEEP,True,1.4,12.540015844475027,0.9592023086982672,4.34,1.99,29.19861802808498,10.55,11.38,13.630572306777642,-1.0905564623026152,-0.7789689016447252,6.794696313578275,0.9985325581526576,6.784725491867747
2023091005_1016_53529,53529,Elijah Molden,SPLIT_DEEP,False,2.3,19.512790222864023,3.6751463683469825,4.12,3.14,91.59892450020146,11.479999999999997,7.450000000000003,4.457016424028038,15.055773798835986,6.5459886081895595,14.73034578731777,0.9968716212109083,14.684263686000739
2023091005_1721_44851,44851,Marcus Maye,SINGLE_HIGH,False,1.3,10.349806499201957,-3.2667565445027282,5.64,1.5,36.18514875824911,15.659999999999997,2.729999999999997,14.692504391165707,-4.34269789196375,-3.3405368399721156,5.394439479414774,0.9975816564473874,5.381393871479772
2023091005_1766_44851,44851,Marcus Maye,SPLIT_DEEP,False,1.9,13.652519905426509,6.036810776971851,6.06,1.73,59.79398469105041,11.61,8.779999999999998,1.218071977176784,12.434447928249725,6.544446278026172,14.081371334196087,0.9954998258413893,14.018002710800136
2023091005_1766_56011,56011,Jordan Howden,SPLIT_DEEP,False,1.9,19.180659886962772,-1.4883263613177267,4.09,1.06,91.28046806661638,13.39,4.32,15.857320524183688,3.323339362779084,1.7491259804100443,9.207840045325591,0.9046970924579867,8.330306116824278
2023091005_2166_43353,43353,Kevin Byard,SPLIT_DEEP,False,0.8,8.213873155779769,0.931510129919529,1.6,2.17,6.284993434428031,12.729999999999997,6.660000000000004,5.9794739834414905,2.2343991723382786,2.792998965422848,2.201019867311932,0.9664098183927945,2.127087210247857
2023091005_2251_43353,43353,Kevin Byard,SPLIT_DEEP,False,0.8,7.945597640186935,3.3105923694500383,3.6,1.2,20.498985943241564,13.89,8.149999999999999,4.472864092810299,3.4727335473766354,4.340916934220794,3.196472187344259,0.9987006672588651,3.1923189063751156
2023091005_2283_43353,43353,Kevin Byard,SPLIT_DEEP,False,1.0,10.405622561306318,-1.332394649043855,3.65,4.62,8.23997838616367,14.93,10.440000000000005,8.986144051038016,1.419478510268302,1.419478510268302,4.471287113485014,0.9486525167451811,4.2416977732978545
2023091005_2440_44851,44851,Marcus Maye,SINGLE_HIGH,False,2.6,22.470890071609055,8.04906398375967,8.05,3.49,33.053746784105215,11.86,3.599999999999998,1.4806076730250595,20.990282398583997,8.073185537916922,20.597823298653264,0.9845597601888025,20.279787967333387
2023091005_2518_43353,43353,Kevin Byard,SINGLE_HIGH,False,1.5,12.355540890650728,-2.6845092835583526,2.96,2.35,76.77567244396954,13.290000000000006,0.4699999999999988,10.72091237690662,1.634628513744108,1.089752342496072,5.835708907692737,0.9028071481180406,5.268519716201126
2023091005_2720_40017,40017,Tyrann Mathieu,SPLIT_DEEP,True,1.0,6.971729256044093,2.675552188377736,3.39,4.19,32.65533177682818,14.28,9.11,2.110095457114538,4.861633798929555,4.861633798929555,5.011492521949111,0.9913912481945358,4.9683498266527115
